date,name,min_temp,max_temp,max_gust
2018-04-04,EAST HAMPTON AIRPORT,44.6,52.2,28.9
2018-04-03,EAST HAMPTON AIRPORT,31.5,41.2,18.1
2018-04-02,EAST HAMPTON AIRPORT,36.8,56.8,15.0
2018-04-01,EAST HAMPTON AIRPORT,44.2,56.8,20.0
2018-03-31,EAST HAMPTON AIRPORT,43.8,55.6,20.0
2018-03-30,EAST HAMPTON AIRPORT,49.2,55.6,21.0
2018-03-29,EAST HAMPTON AIRPORT,43.4,51.1,
2018-03-28,EAST HAMPTON AIRPORT,40.7,47.5,
2018-03-27,EAST HAMPTON AIRPORT,35.2,45.0,14.0
2018-03-26,EAST HAMPTON AIRPORT,36.2,44.4,22.9
2018-03-25,EAST HAMPTON AIRPORT,36.6,47.5,22.9
2018-03-24,EAST HAMPTON AIRPORT,40.0,47.8,15.9
2018-03-23,EAST HAMPTON AIRPORT,39.6,47.8,15.0
2018-03-22,EAST HAMPTON AIRPORT,35.8,46.4,22.9
2018-03-21,EAST HAMPTON AIRPORT,34.4,36.3,27.0
2018-03-20,EAST HAMPTON AIRPORT,30.4,39.0,
2018-03-19,EAST HAMPTON AIRPORT,30.4,39.0,22.0
2018-03-18,EAST HAMPTON AIRPORT,30.9,42.8,22.9
2018-03-17,EAST HAMPTON AIRPORT,32.5,42.8,27.0
2018-03-16,EAST HAMPTON AIRPORT,35.1,42.3,28.0
2018-03-15,EAST HAMPTON AIRPORT,34.9,42.3,28.0
2018-03-14,EAST HAMPTON AIRPORT,33.5,38.8,26.0
2018-03-13,EAST HAMPTON AIRPORT,33.2,42.8,31.1
2018-03-12,EAST HAMPTON AIRPORT,33.8,42.8,21.0
2018-03-11,EAST HAMPTON AIRPORT,36.3,42.3,21.0
2018-03-10,EAST HAMPTON AIRPORT,35.9,40.5,27.0
2018-03-09,EAST HAMPTON AIRPORT,34.9,41.0,22.0
2018-03-08,EAST HAMPTON AIRPORT,35.0,41.0,28.9
2018-03-07,EAST HAMPTON AIRPORT,35.1,42.8,31.1
2018-03-06,EAST HAMPTON AIRPORT,35.7,42.8,14.0
2018-03-05,EAST HAMPTON AIRPORT,35.5,45.0,22.0
2018-03-04,EAST HAMPTON AIRPORT,40.5,45.9,22.9
2018-03-03,EAST HAMPTON AIRPORT,40.5,45.9,35.0
2018-03-02,EAST HAMPTON AIRPORT,42.1,48.2,42.9
2018-03-01,EAST HAMPTON AIRPORT,47.0,56.8,15.9
2018-02-28,EAST HAMPTON AIRPORT,42.1,50.5,22.9
2018-02-27,EAST HAMPTON AIRPORT,39.6,50.5,15.9
2018-02-26,EAST HAMPTON AIRPORT,41.0,46.9,
2018-02-25,EAST HAMPTON AIRPORT,41.0,52.9,24.1
2018-02-24,EAST HAMPTON AIRPORT,42.9,52.9,
2018-02-23,EAST HAMPTON AIRPORT,35.6,53.6,17.1
2018-02-22,EAST HAMPTON AIRPORT,47.1,57.7,15.9
2018-02-21,EAST HAMPTON AIRPORT,48.7,52.0,25.1
2018-02-20,EAST HAMPTON AIRPORT,47.1,51.8,17.1
2018-02-19,EAST HAMPTON AIRPORT,34.4,49.6,15.9
2018-02-18,EAST HAMPTON AIRPORT,36.3,43.0,28.9
2018-02-17,EAST HAMPTON AIRPORT,35.0,55.4,21.0
2018-02-16,EAST HAMPTON AIRPORT,48.1,55.4,17.1
2018-02-15,EAST HAMPTON AIRPORT,42.8,49.5,15.9
2018-02-14,EAST HAMPTON AIRPORT,33.9,45.9,20.0
2018-02-13,EAST HAMPTON AIRPORT,29.7,34.9,19.0
2018-02-12,EAST HAMPTON AIRPORT,45.4,55.4,21.0
2018-02-11,EAST HAMPTON AIRPORT,47.4,52.2,22.0
2018-02-10,EAST HAMPTON AIRPORT,40.9,50.9,17.1
2018-02-09,EAST HAMPTON AIRPORT,25.0,34.2,
2018-02-08,EAST HAMPTON AIRPORT,32.3,50.5,28.0
2018-02-07,EAST HAMPTON AIRPORT,31.1,49.1,21.0
2018-02-06,EAST HAMPTON AIRPORT,26.6,48.7,
2018-02-05,EAST HAMPTON AIRPORT,39.3,48.7,25.1
2018-02-04,EAST HAMPTON AIRPORT,35.8,43.7,20.0
2018-02-03,EAST HAMPTON AIRPORT,19.2,39.9,22.9
2018-02-02,EAST HAMPTON AIRPORT,31.9,40.1,25.1
2018-02-01,EAST HAMPTON AIRPORT,36.4,40.1,21.0
2018-01-31,EAST HAMPTON AIRPORT,24.4,33.1,22.9
2018-01-30,EAST HAMPTON AIRPORT,28.9,40.1,24.1
2018-01-29,EAST HAMPTON AIRPORT,39.2,47.3,25.1
2018-01-28,EAST HAMPTON AIRPORT,45.2,47.3,19.0
2018-01-27,EAST HAMPTON AIRPORT,36.6,47.7,22.9
2018-01-26,EAST HAMPTON AIRPORT,26.9,32.9,19.0
2018-01-25,EAST HAMPTON AIRPORT,26.7,41.7,22.9
2018-01-24,EAST HAMPTON AIRPORT,40.1,55.2,22.9
2018-01-23,EAST HAMPTON AIRPORT,46.9,55.2,21.0
2018-01-22,EAST HAMPTON AIRPORT,38.1,47.5,14.0
2018-01-21,EAST HAMPTON AIRPORT,37.3,50.2,
2018-01-20,EAST HAMPTON AIRPORT,36.3,50.2,25.1
2018-01-19,EAST HAMPTON AIRPORT,26.8,33.4,17.1
2018-01-18,EAST HAMPTON AIRPORT,26.8,38.3,22.9
2018-01-17,EAST HAMPTON AIRPORT,36.0,38.7,15.0
2018-01-16,EAST HAMPTON AIRPORT,27.5,38.7,
2018-01-15,EAST HAMPTON AIRPORT,21.5,25.7,21.0
2018-01-14,EAST HAMPTON AIRPORT,20.7,25.5,24.1
2018-01-13,EAST HAMPTON AIRPORT,46.3,56.3,28.9
2018-01-12,EAST HAMPTON AIRPORT,48.3,54.7,22.0
2018-01-11,EAST HAMPTON AIRPORT,40.2,48.7,
2018-01-10,EAST HAMPTON AIRPORT,28.0,40.5,15.9
2018-01-09,EAST HAMPTON AIRPORT,34.2,40.5,20.0
2018-01-08,EAST HAMPTON AIRPORT,24.7,36.1,24.1
2018-01-07,EAST HAMPTON AIRPORT,7.4,13.8,24.1
2018-01-06,EAST HAMPTON AIRPORT,10.3,23.9,31.1
2018-01-05,EAST HAMPTON AIRPORT,17.9,26.1,35.0
2018-01-04,EAST HAMPTON AIRPORT,25.8,31.6,42.0
2018-01-03,EAST HAMPTON AIRPORT,19.1,28.9,14.0
2018-01-02,EAST HAMPTON AIRPORT,16.3,22.6,19.0
2018-01-01,EAST HAMPTON AIRPORT,9.7,21.9,24.1
2017-12-31,EAST HAMPTON AIRPORT,21.1,22.5,18.1
2017-12-30,EAST HAMPTON AIRPORT,16.9,20.8,22.9
2017-12-29,EAST HAMPTON AIRPORT,12.9,18.3,26.0
2017-12-28,EAST HAMPTON AIRPORT,15.0,24.1,26.0
2017-12-27,EAST HAMPTON AIRPORT,22.1,29.3,20.0
2017-12-26,EAST HAMPTON AIRPORT,27.6,41.2,25.1
2017-12-25,EAST HAMPTON AIRPORT,37.5,41.5,35.0
2017-12-24,EAST HAMPTON AIRPORT,40.0,55.0,21.0
2017-12-23,EAST HAMPTON AIRPORT,43.1,55.0,26.0
2017-12-22,EAST HAMPTON AIRPORT,33.3,46.6,17.1
2017-12-21,EAST HAMPTON AIRPORT,32.8,49.5,15.0
2017-12-20,EAST HAMPTON AIRPORT,44.9,53.6,24.1
2017-12-19,EAST HAMPTON AIRPORT,43.5,53.6,21.0
2017-12-18,EAST HAMPTON AIRPORT,33.6,41.9,
2017-12-17,EAST HAMPTON AIRPORT,29.6,36.5,15.9
2017-12-16,EAST HAMPTON AIRPORT,29.9,36.1,24.1
2017-12-15,EAST HAMPTON AIRPORT,21.2,29.3,18.1
2017-12-14,EAST HAMPTON AIRPORT,26.7,33.1,24.1
2017-12-13,EAST HAMPTON AIRPORT,29.0,51.8,31.1
2017-12-12,EAST HAMPTON AIRPORT,38.9,51.8,20.0
2017-12-11,EAST HAMPTON AIRPORT,35.5,39.9,21.0
2017-12-10,EAST HAMPTON AIRPORT,34.2,39.2,19.0
2017-12-09,EAST HAMPTON AIRPORT,34.2,39.7,15.0
2017-12-08,EAST HAMPTON AIRPORT,36.4,45.5,
2017-12-07,EAST HAMPTON AIRPORT,39.8,57.6,20.0
2017-12-06,EAST HAMPTON AIRPORT,50.1,58.1,26.0
2017-12-05,EAST HAMPTON AIRPORT,47.8,56.5,22.9
2017-12-04,EAST HAMPTON AIRPORT,37.2,48.4,
2017-12-03,EAST HAMPTON AIRPORT,34.8,47.5,
2017-12-02,EAST HAMPTON AIRPORT,35.8,51.8,
2017-12-01,EAST HAMPTON AIRPORT,48.7,52.0,18.1
2017-11-30,EAST HAMPTON AIRPORT,40.2,60.1,18.1
2017-11-29,EAST HAMPTON AIRPORT,54.2,59.9,21.0
2017-11-28,EAST HAMPTON AIRPORT,37.9,50.7,
2017-11-27,EAST HAMPTON AIRPORT,41.8,49.8,26.0
2017-11-26,EAST HAMPTON AIRPORT,47.4,54.7,25.1
2017-11-25,EAST HAMPTON AIRPORT,40.4,54.7,20.0
2017-11-24,EAST HAMPTON AIRPORT,33.9,46.8,
2017-11-23,EAST HAMPTON AIRPORT,35.9,54.9,31.1
2017-11-22,EAST HAMPTON AIRPORT,52.0,56.5,27.0
2017-11-21,EAST HAMPTON AIRPORT,46.9,56.5,28.0
2017-11-20,EAST HAMPTON AIRPORT,40.8,44.2,28.9
2017-11-19,EAST HAMPTON AIRPORT,54.5,60.3,32.1
2017-11-18,EAST HAMPTON AIRPORT,37.4,55.4,24.1
2017-11-17,EAST HAMPTON AIRPORT,44.0,54.5,32.1
2017-11-16,EAST HAMPTON AIRPORT,48.5,54.5,21.0
2017-11-15,EAST HAMPTON AIRPORT,41.3,46.9,15.0
2017-11-14,EAST HAMPTON AIRPORT,42.0,45.9,15.0
2017-11-13,EAST HAMPTON AIRPORT,37.3,47.7,14.0
2017-11-12,EAST HAMPTON AIRPORT,32.2,47.7,
2017-11-11,EAST HAMPTON AIRPORT,28.2,36.5,22.9
2017-11-10,EAST HAMPTON AIRPORT,41.0,53.8,32.1
2017-11-09,EAST HAMPTON AIRPORT,40.4,51.1,
2017-11-08,EAST HAMPTON AIRPORT,43.7,50.2,20.0
2017-11-07,EAST HAMPTON AIRPORT,49.4,65.3,18.1
2017-11-06,EAST HAMPTON AIRPORT,61.8,65.3,19.0
2017-11-05,EAST HAMPTON AIRPORT,54.9,59.9,17.1
2017-11-04,EAST HAMPTON AIRPORT,51.1,69.8,27.0
2017-11-03,EAST HAMPTON AIRPORT,60.0,69.8,20.0
2017-11-02,EAST HAMPTON AIRPORT,62.6,68.4,15.0
2017-11-01,EAST HAMPTON AIRPORT,43.4,58.1,
2017-10-31,EAST HAMPTON AIRPORT,53.0,58.6,21.0
2017-10-30,EAST HAMPTON AIRPORT,58.1,65.7,42.0
2017-10-29,EAST HAMPTON AIRPORT,63.1,64.4,31.1
2017-10-28,EAST HAMPTON AIRPORT,49.3,65.1,18.1
2017-10-27,EAST HAMPTON AIRPORT,51.4,60.1,15.9
2017-10-26,EAST HAMPTON AIRPORT,56.7,67.6,18.1
2017-10-25,EAST HAMPTON AIRPORT,64.6,71.2,31.1
2017-10-24,EAST HAMPTON AIRPORT,66.8,70.9,25.1
2017-10-23,EAST HAMPTON AIRPORT,55.3,71.4,15.0
2017-10-22,EAST HAMPTON AIRPORT,55.6,71.4,
2017-10-21,EAST HAMPTON AIRPORT,55.4,70.2,
2017-10-20,EAST HAMPTON AIRPORT,60.8,67.5,20.0
2017-10-19,EAST HAMPTON AIRPORT,52.9,68.5,22.0
2017-10-18,EAST HAMPTON AIRPORT,49.8,68.5,
2017-10-17,EAST HAMPTON AIRPORT,48.3,68.0,21.0
2017-10-16,EAST HAMPTON AIRPORT,60.5,68.0,25.1
2017-10-15,EAST HAMPTON AIRPORT,63.7,66.6,20.0
2017-10-14,EAST HAMPTON AIRPORT,62.4,66.2,
2017-10-13,EAST HAMPTON AIRPORT,56.4,63.3,19.0
2017-10-12,EAST HAMPTON AIRPORT,58.6,70.9,22.9
2017-10-11,EAST HAMPTON AIRPORT,60.8,76.1,15.0
2017-10-10,EAST HAMPTON AIRPORT,70.0,76.1,17.1
2017-10-09,EAST HAMPTON AIRPORT,69.1,71.8,22.9
2017-10-08,EAST HAMPTON AIRPORT,68.2,72.9,22.9
2017-10-07,EAST HAMPTON AIRPORT,66.6,75.4,15.9
2017-10-06,EAST HAMPTON AIRPORT,68.1,75.4,14.0
2017-10-05,EAST HAMPTON AIRPORT,66.6,74.1,18.1
2017-10-04,EAST HAMPTON AIRPORT,53.2,68.4,21.0
2017-10-03,EAST HAMPTON AIRPORT,51.8,67.1,15.9
2017-10-02,EAST HAMPTON AIRPORT,52.3,67.1,
2017-10-01,EAST HAMPTON AIRPORT,54.4,62.8,15.0
2017-09-30,EAST HAMPTON AIRPORT,52.9,64.6,24.1
2017-09-29,EAST HAMPTON AIRPORT,60.0,76.8,22.0
2017-09-28,EAST HAMPTON AIRPORT,71.7,77.5,22.9
2017-09-27,EAST HAMPTON AIRPORT,69.8,77.5,14.0
2017-09-26,EAST HAMPTON AIRPORT,67.8,77.4,
2017-09-25,EAST HAMPTON AIRPORT,65.6,81.1,
2017-09-24,EAST HAMPTON AIRPORT,66.4,81.1,
2017-09-23,EAST HAMPTON AIRPORT,69.5,81.0,25.1
2017-09-22,EAST HAMPTON AIRPORT,66.6,71.6,29.9
2017-09-21,EAST HAMPTON AIRPORT,70.4,72.5,26.0
2017-09-20,EAST HAMPTON AIRPORT,69.1,72.5,27.0
2017-09-19,EAST HAMPTON AIRPORT,67.3,71.4,26.0
2017-09-18,EAST HAMPTON AIRPORT,67.4,75.7,17.1
2017-09-17,EAST HAMPTON AIRPORT,65.8,77.9,
2017-09-16,EAST HAMPTON AIRPORT,68.8,78.8,
2017-09-15,EAST HAMPTON AIRPORT,71.7,78.8,
2017-09-14,EAST HAMPTON AIRPORT,69.9,74.7,
2017-09-13,EAST HAMPTON AIRPORT,64.4,78.3,
2017-09-12,EAST HAMPTON AIRPORT,61.9,75.0,
2017-09-11,EAST HAMPTON AIRPORT,63.1,72.5,
2017-09-10,EAST HAMPTON AIRPORT,62.6,70.9,17.1
2017-09-09,EAST HAMPTON AIRPORT,59.8,71.2,
2017-09-08,EAST HAMPTON AIRPORT,61.8,71.2,
2017-09-07,EAST HAMPTON AIRPORT,64.6,73.8,18.1
2017-09-06,EAST HAMPTON AIRPORT,69.7,73.8,22.9
2017-09-05,EAST HAMPTON AIRPORT,70.1,75.6,26.0
2017-09-04,EAST HAMPTON AIRPORT,64.8,73.4,22.0
2017-09-03,EAST HAMPTON AIRPORT,61.2,70.9,25.1
2017-09-02,EAST HAMPTON AIRPORT,56.1,63.1,
2017-09-01,EAST HAMPTON AIRPORT,61.8,79.5,19.0
2017-08-31,EAST HAMPTON AIRPORT,67.5,79.5,17.1
2017-08-30,EAST HAMPTON AIRPORT,63.0,72.7,24.1
2017-08-29,EAST HAMPTON AIRPORT,63.1,72.1,20.0
2017-08-28,EAST HAMPTON AIRPORT,61.0,73.4,18.1
2017-08-27,EAST HAMPTON AIRPORT,60.1,74.3,
2017-08-26,EAST HAMPTON AIRPORT,62.8,76.5,
2017-08-25,EAST HAMPTON AIRPORT,65.8,79.0,
2017-08-24,EAST HAMPTON AIRPORT,65.7,80.8,
2017-08-23,EAST HAMPTON AIRPORT,74.9,80.8,22.0
2017-08-22,EAST HAMPTON AIRPORT,73.9,84.9,19.0
2017-08-21,EAST HAMPTON AIRPORT,69.6,84.9,17.1
2017-08-20,EAST HAMPTON AIRPORT,74.0,85.1,18.1
2017-08-19,EAST HAMPTON AIRPORT,76.9,85.1,14.0
2017-08-18,EAST HAMPTON AIRPORT,70.6,76.1,20.0
2017-08-17,EAST HAMPTON AIRPORT,68.5,83.5,
2017-08-16,EAST HAMPTON AIRPORT,71.8,83.5,
2017-08-15,EAST HAMPTON AIRPORT,69.5,79.9,
2017-08-14,EAST HAMPTON AIRPORT,68.7,82.2,
2017-08-13,EAST HAMPTON AIRPORT,74.6,82.2,15.0
2017-08-12,EAST HAMPTON AIRPORT,66.8,77.4,14.0
2017-08-11,EAST HAMPTON AIRPORT,66.1,77.7,
2017-08-10,EAST HAMPTON AIRPORT,66.4,78.4,
2017-08-09,EAST HAMPTON AIRPORT,66.8,78.4,
2017-08-08,EAST HAMPTON AIRPORT,66.9,75.2,15.0
2017-08-07,EAST HAMPTON AIRPORT,63.0,74.7,17.1
2017-08-06,EAST HAMPTON AIRPORT,69.0,76.6,19.0
2017-08-05,EAST HAMPTON AIRPORT,72.4,78.8,15.0
2017-08-04,EAST HAMPTON AIRPORT,72.6,79.0,15.9
2017-08-03,EAST HAMPTON AIRPORT,71.8,79.0,14.0
2017-08-02,EAST HAMPTON AIRPORT,72.3,81.1,15.9
2017-08-01,EAST HAMPTON AIRPORT,70.8,81.1,
2017-07-31,EAST HAMPTON AIRPORT,66.0,79.9,
2017-07-30,EAST HAMPTON AIRPORT,68.2,77.5,18.1
2017-07-29,EAST HAMPTON AIRPORT,68.4,79.0,25.1
2017-07-28,EAST HAMPTON AIRPORT,73.1,78.8,
2017-07-27,EAST HAMPTON AIRPORT,62.8,74.8,15.0
2017-07-26,EAST HAMPTON AIRPORT,63.5,72.7,
2017-07-25,EAST HAMPTON AIRPORT,61.6,68.2,
2017-07-24,EAST HAMPTON AIRPORT,65.3,74.8,19.0
2017-07-23,EAST HAMPTON AIRPORT,71.4,82.2,17.1
2017-07-22,EAST HAMPTON AIRPORT,76.9,87.1,
2017-07-21,EAST HAMPTON AIRPORT,78.9,87.8,17.1
2017-07-20,EAST HAMPTON AIRPORT,77.3,87.8,19.0
2017-07-19,EAST HAMPTON AIRPORT,76.2,82.6,18.1
2017-07-18,EAST HAMPTON AIRPORT,74.8,81.7,15.0
2017-07-17,EAST HAMPTON AIRPORT,69.6,81.1,14.0
2017-07-16,EAST HAMPTON AIRPORT,71.7,81.1,
2017-07-15,EAST HAMPTON AIRPORT,66.6,72.5,
2017-07-14,EAST HAMPTON AIRPORT,62.7,66.2,15.0
2017-07-13,EAST HAMPTON AIRPORT,75.9,90.7,20.0
2017-07-12,EAST HAMPTON AIRPORT,76.8,86.9,21.0
2017-07-11,EAST HAMPTON AIRPORT,75.0,85.8,19.0
2017-07-10,EAST HAMPTON AIRPORT,69.8,81.7,17.1
2017-07-09,EAST HAMPTON AIRPORT,72.2,81.0,14.0
2017-07-08,EAST HAMPTON AIRPORT,71.3,81.0,19.0
2017-07-07,EAST HAMPTON AIRPORT,68.6,72.7,20.0
2017-07-06,EAST HAMPTON AIRPORT,64.6,78.6,
2017-07-05,EAST HAMPTON AIRPORT,69.2,83.7,15.9
2017-07-04,EAST HAMPTON AIRPORT,73.7,87.8,
2017-07-03,EAST HAMPTON AIRPORT,76.0,87.8,14.0
2017-07-02,EAST HAMPTON AIRPORT,74.8,86.4,17.1
2017-07-01,EAST HAMPTON AIRPORT,70.0,75.2,20.0
2017-06-30,EAST HAMPTON AIRPORT,69.8,75.0,24.1
2017-06-29,EAST HAMPTON AIRPORT,67.4,75.6,22.9
2017-06-28,EAST HAMPTON AIRPORT,63.9,75.6,17.1
2017-06-27,EAST HAMPTON AIRPORT,66.3,75.4,15.0
2017-06-26,EAST HAMPTON AIRPORT,67.8,79.7,18.1
2017-06-25,EAST HAMPTON AIRPORT,70.4,83.7,15.9
2017-06-24,EAST HAMPTON AIRPORT,73.8,83.7,22.9
2017-06-23,EAST HAMPTON AIRPORT,70.5,79.0,21.0
2017-06-22,EAST HAMPTON AIRPORT,69.2,82.0,17.1
2017-06-21,EAST HAMPTON AIRPORT,70.9,82.0,19.0
2017-06-20,EAST HAMPTON AIRPORT,69.7,78.6,22.0
2017-06-19,EAST HAMPTON AIRPORT,68.3,72.5,22.9
2017-06-18,EAST HAMPTON AIRPORT,66.1,71.2,18.1
2017-06-17,EAST HAMPTON AIRPORT,65.0,71.2,
2017-06-16,EAST HAMPTON AIRPORT,60.4,67.5,19.0
2017-06-15,EAST HAMPTON AIRPORT,60.9,67.5,14.0
2017-06-14,EAST HAMPTON AIRPORT,72.8,91.4,
2017-06-13,EAST HAMPTON AIRPORT,77.1,91.4,19.0
2017-06-12,EAST HAMPTON AIRPORT,76.2,89.8,18.1
2017-06-11,EAST HAMPTON AIRPORT,69.9,80.1,19.0
2017-06-10,EAST HAMPTON AIRPORT,66.5,80.1,18.1
2017-06-09,EAST HAMPTON AIRPORT,61.4,76.1,15.9
2017-06-08,EAST HAMPTON AIRPORT,52.4,67.5,
2017-06-07,EAST HAMPTON AIRPORT,54.1,67.5,
2017-06-06,EAST HAMPTON AIRPORT,53.1,61.7,18.1
2017-06-05,EAST HAMPTON AIRPORT,58.1,68.9,
2017-06-04,EAST HAMPTON AIRPORT,57.2,69.4,
2017-06-03,EAST HAMPTON AIRPORT,55.3,69.4,20.0
2017-06-02,EAST HAMPTON AIRPORT,58.6,65.3,18.1
2017-06-01,EAST HAMPTON AIRPORT,61.1,74.5,17.1
2017-05-31,EAST HAMPTON AIRPORT,57.0,64.8,
2017-05-30,EAST HAMPTON AIRPORT,52.8,56.3,
2017-05-29,EAST HAMPTON AIRPORT,53.6,63.7,18.1
2017-05-28,EAST HAMPTON AIRPORT,57.4,66.0,15.9
2017-05-27,EAST HAMPTON AIRPORT,59.6,66.9,17.1
2017-05-26,EAST HAMPTON AIRPORT,57.0,66.9,18.1
2017-05-25,EAST HAMPTON AIRPORT,54.9,63.7,25.1
2017-05-24,EAST HAMPTON AIRPORT,57.1,67.6,24.1
2017-05-23,EAST HAMPTON AIRPORT,59.3,67.6,15.9
2017-05-22,EAST HAMPTON AIRPORT,51.8,63.3,15.9
2017-05-21,EAST HAMPTON AIRPORT,50.7,66.2,
2017-05-20,EAST HAMPTON AIRPORT,60.9,86.4,18.1
2017-05-19,EAST HAMPTON AIRPORT,72.6,86.4,21.0
2017-05-18,EAST HAMPTON AIRPORT,73.0,84.7,20.0
2017-05-17,EAST HAMPTON AIRPORT,63.5,75.9,21.0
2017-05-16,EAST HAMPTON AIRPORT,62.7,75.9,19.0
2017-05-15,EAST HAMPTON AIRPORT,55.2,63.0,24.1
2017-05-14,EAST HAMPTON AIRPORT,49.5,63.0,26.0
2017-05-13,EAST HAMPTON AIRPORT,47.8,58.6,22.0
2017-05-12,EAST HAMPTON AIRPORT,49.5,58.6,17.1
2017-05-11,EAST HAMPTON AIRPORT,51.0,59.4,15.9
2017-05-10,EAST HAMPTON AIRPORT,48.5,59.4,17.1
2017-05-09,EAST HAMPTON AIRPORT,45.7,55.2,21.0
2017-05-08,EAST HAMPTON AIRPORT,48.6,56.5,22.9
2017-05-07,EAST HAMPTON AIRPORT,52.3,61.9,21.0
2017-05-06,EAST HAMPTON AIRPORT,55.9,61.9,25.1
2017-05-05,EAST HAMPTON AIRPORT,50.2,57.0,29.9
2017-05-04,EAST HAMPTON AIRPORT,49.7,64.6,29.9
2017-05-03,EAST HAMPTON AIRPORT,60.9,66.7,24.1
2017-05-02,EAST HAMPTON AIRPORT,57.7,66.7,25.1
2017-05-01,EAST HAMPTON AIRPORT,51.4,64.0,15.9
2017-04-30,EAST HAMPTON AIRPORT,57.8,80.6,22.9
2017-04-29,EAST HAMPTON AIRPORT,63.0,80.6,22.0
2017-04-28,EAST HAMPTON AIRPORT,58.9,73.8,
2017-04-27,EAST HAMPTON AIRPORT,55.9,63.7,
2017-04-26,EAST HAMPTON AIRPORT,54.1,57.7,26.0
2017-04-25,EAST HAMPTON AIRPORT,49.1,51.3,27.0
2017-04-24,EAST HAMPTON AIRPORT,44.2,56.5,
2017-04-23,EAST HAMPTON AIRPORT,47.1,56.5,
2017-04-22,EAST HAMPTON AIRPORT,47.4,51.4,
2017-04-21,EAST HAMPTON AIRPORT,47.3,61.3,19.0
2017-04-20,EAST HAMPTON AIRPORT,49.1,61.3,14.0
2017-04-19,EAST HAMPTON AIRPORT,43.1,54.3,20.0
2017-04-18,EAST HAMPTON AIRPORT,50.4,56.3,22.0
2017-04-17,EAST HAMPTON AIRPORT,65.8,73.0,20.0
2017-04-16,EAST HAMPTON AIRPORT,57.6,72.0,22.9
2017-04-15,EAST HAMPTON AIRPORT,45.2,58.3,20.0
2017-04-14,EAST HAMPTON AIRPORT,47.9,58.3,15.9
2017-04-13,EAST HAMPTON AIRPORT,50.8,70.7,22.0
2017-04-12,EAST HAMPTON AIRPORT,55.4,70.7,21.0
2017-04-11,EAST HAMPTON AIRPORT,52.4,61.9,20.0
2017-04-10,EAST HAMPTON AIRPORT,49.1,56.3,17.1
2017-04-09,EAST HAMPTON AIRPORT,45.1,58.3,18.1
2017-04-08,EAST HAMPTON AIRPORT,43.4,51.8,26.0
2017-04-07,EAST HAMPTON AIRPORT,46.4,52.2,28.0
2017-04-06,EAST HAMPTON AIRPORT,41.6,53.8,29.9
2017-04-05,EAST HAMPTON AIRPORT,44.0,53.8,18.1
2017-04-04,EAST HAMPTON AIRPORT,45.2,48.0,27.0
2017-04-03,EAST HAMPTON AIRPORT,48.9,52.9,14.0
2017-03-30,EAST HAMPTON AIRPORT,39.2,54.1,18.1
2017-03-29,EAST HAMPTON AIRPORT,43.9,54.1,21.0
2017-03-28,EAST HAMPTON AIRPORT,40.5,52.7,20.0
2017-03-27,EAST HAMPTON AIRPORT,42.2,52.7,20.0
2017-03-26,EAST HAMPTON AIRPORT,38.5,41.4,21.0
2017-03-25,EAST HAMPTON AIRPORT,45.0,56.7,20.0
2017-03-24,EAST HAMPTON AIRPORT,31.6,45.0,25.1
2017-03-23,EAST HAMPTON AIRPORT,26.6,43.2,29.9
2017-03-22,EAST HAMPTON AIRPORT,36.5,53.2,35.9
2017-03-21,EAST HAMPTON AIRPORT,43.1,53.2,
2017-03-20,EAST HAMPTON AIRPORT,38.4,50.7,20.0
2017-03-19,EAST HAMPTON AIRPORT,36.6,41.2,25.1
2017-03-18,EAST HAMPTON AIRPORT,30.6,41.9,24.1
2017-03-17,EAST HAMPTON AIRPORT,33.8,41.9,22.9
2017-03-16,EAST HAMPTON AIRPORT,28.5,36.1,28.0
2017-03-15,EAST HAMPTON AIRPORT,25.2,29.8,28.0
2017-03-14,EAST HAMPTON AIRPORT,33.3,45.5,49.0
2017-03-13,EAST HAMPTON AIRPORT,22.7,29.5,21.0
2017-03-12,EAST HAMPTON AIRPORT,20.8,27.5,26.0
2017-03-11,EAST HAMPTON AIRPORT,22.0,43.7,29.9
2017-03-10,EAST HAMPTON AIRPORT,37.0,56.7,18.1
2017-03-09,EAST HAMPTON AIRPORT,49.2,56.7,29.9
2017-03-08,EAST HAMPTON AIRPORT,48.6,55.2,28.0
2017-03-07,EAST HAMPTON AIRPORT,39.7,47.8,18.1
2017-03-06,EAST HAMPTON AIRPORT,27.2,36.3,14.0
2017-03-05,EAST HAMPTON AIRPORT,20.4,32.0,28.9
2017-03-04,EAST HAMPTON AIRPORT,24.5,36.1,29.9
2017-03-03,EAST HAMPTON AIRPORT,33.0,38.3,26.0
2017-03-02,EAST HAMPTON AIRPORT,48.3,54.9,41.0
2017-03-01,EAST HAMPTON AIRPORT,48.8,52.7,28.0
2017-02-28,EAST HAMPTON AIRPORT,44.1,50.9,
2017-02-27,EAST HAMPTON AIRPORT,35.0,47.1,25.1
2017-02-26,EAST HAMPTON AIRPORT,41.4,58.3,25.1
2017-02-25,EAST HAMPTON AIRPORT,52.6,61.5,15.9
2017-02-24,EAST HAMPTON AIRPORT,51.5,61.5,18.1
2017-02-23,EAST HAMPTON AIRPORT,43.0,54.0,18.1
2017-02-22,EAST HAMPTON AIRPORT,42.6,48.6,
2017-02-21,EAST HAMPTON AIRPORT,33.4,48.6,
2017-02-20,EAST HAMPTON AIRPORT,43.1,62.1,18.1
